Rk,Player,GS,AS,Season,Age,Team,G,GS,AS,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Player-additional
746,Josh Giddey,54,0,2021-22,19,OKC,54,54,0,0.4,97,112,-1.3,1.7,0.01,-1.2,0.3,-0.9,0.5,13.3,5.8,19.8,12.7,32.3,1.5,1.1,19.5,22.2,G,giddejo01
747,Shai Gilgeous-Alexander,56,0,2021-22,23,OKC,56,56,0,4.6,111,113,2.8,1.8,0.113,2.9,0.5,3.4,2.7,20.9,1.9,13,7.4,31.1,1.8,2.2,11.1,30.8,G,gilgesh01
748,Rudy Gobert,66,1,2021-22,29,UTA,66,66,1,11.7,137,103,7.3,4.3,0.264,2.9,1.7,4.6,3.6,24.7,12.9,36.3,25,5.1,1,5.7,14.5,16.9,C,goberru01
749,Aaron Gordon,75,0,2021-22,26,DEN,75,75,0,5.2,115,114,3.2,2,0.105,0.5,-1.1,-0.6,0.9,15.3,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,F,gordoaa01
750,Eric Gordon,46,0,2021-22,33,HOU,57,46,0,1.4,111,121,1.5,-0.1,0.04,-0.1,-2.2,-2.3,-0.1,12.1,1,6.5,3.7,14.1,0.8,1,14.6,18.6,G-F,gordoer01
751,Devonte' Graham,63,0,2021-22,26,NOP,76,63,0,2.8,109,116,1.6,1.2,0.062,0.2,-1.2,-1,0.5,12.1,1.9,7.3,4.5,21,1.6,0.5,10.7,19.5,G,grahade01
752,Jerami Grant,47,0,2021-22,27,DET,47,47,0,2.3,109,114,1.2,1.1,0.075,1.4,-0.2,1.2,1.2,16.1,1.9,12.4,6.9,12.5,1.4,2.9,9.5,25.7,F,grantje01
753,Draymond Green,44,1,2021-22,31,GSW,46,44,1,3.6,109,103,0.8,2.8,0.131,-1.4,4.6,3.2,1.8,14.3,3.8,23.2,13.8,32.5,2.2,3.6,31.9,14.3,F,greendr01
754,Javonte Green,45,0,2021-22,28,CHI,65,45,0,4.4,131,112,2.9,1.5,0.139,-0.6,0.7,0.1,0.8,14,6.8,13.6,10.2,5.3,2.2,1.8,7.6,11.5,F,greenja02
755,Jalen Green,67,0,2021-22,19,HOU,67,67,0,0.7,105,120,0.5,0.2,0.015,-0.5,-2.4,-2.9,-0.5,12.5,1.7,10,5.8,13.1,1,0.8,11.3,23.7,G,greenja05
756,Jeff Green,63,0,2021-22,35,DEN,75,63,0,3.9,119,115,2.7,1.2,0.101,-1.2,-1.3,-2.5,-0.2,12.5,2.6,11.1,7,7.3,0.7,1.3,10.3,16.3,F,greenje02
757,Rui Hachimura,13,0,2021-22,23,WAS,42,13,0,1.4,111,116,0.9,0.6,0.073,0.2,-1.7,-1.4,0.1,14.9,3,15.6,9.4,7.9,1.2,0.8,7.4,20.9,F,hachiru01
758,Tyrese Haliburton,77,0,2021-22,21,INDSAC,77,77,0,7,119,115,5.2,1.8,0.125,2.7,-0.1,2.6,3.1,18.2,2.5,10.3,6.3,34.1,2.4,1.6,16.7,19,G,halibty01
759,R.J. Hampton,14,0,2021-22,20,ORL,64,14,0,-0.2,94,114,-1.3,1.1,-0.005,-4,-0.1,-4.1,-0.7,8.5,1.7,12.9,7.3,16.9,1.4,0.8,14.6,18.4,G,hamptrj01
760,Tim Hardaway Jr.,20,0,2021-22,29,DAL,42,20,0,2,107,111,0.5,1.5,0.077,-0.4,0.2,-0.2,0.6,12.7,1.2,12.8,7,11.4,1.5,0.4,5.6,22,G,hardati02
761,James Harden,65,1,2021-22,32,BRKPHI,65,65,1,7.6,115,111,4.9,2.7,0.152,3.7,0.3,4,3.7,20.9,2.6,19.7,11.3,40.3,1.7,1.3,18.8,27.2,G,hardeja01
762,Maurice Harkless,24,0,2021-22,28,SAC,47,24,0,0.5,101,115,-0.1,0.6,0.026,-3.7,0.4,-3.3,-0.3,7.7,1.5,12.7,7.1,3.6,1.6,2.4,13.8,11.2,F-G,harklma01
763,Gary Harris,30,0,2021-22,27,ORL,61,30,0,2.2,110,116,1.1,1,0.06,-2,-0.4,-2.4,-0.2,10.9,2.2,5.3,3.7,9.5,1.6,0.5,9.3,16.4,G,harriga01
764,Tobias Harris,73,0,2021-22,29,PHI,73,73,0,5.6,113,112,3,2.6,0.105,0.6,-0.6,0,1.3,15.9,3.4,18.1,10.9,15.9,0.9,1.5,9.5,21.7,F,harrito02
765,Josh Hart,53,0,2021-22,26,NOPPOR,54,53,0,4.4,117,113,2.8,1.5,0.117,0.5,0.5,0.9,1.3,16.1,3.7,20.7,12,18.9,1.7,0.7,14.7,18.6,G,hartjo01
766,Jaxson Hayes,28,0,2021-22,21,NOP,70,28,0,5.1,132,113,3.7,1.3,0.174,0.6,-0.3,0.2,0.8,18.5,8.9,16.2,12.5,4.7,1.2,3.8,10.1,16.4,F,hayesja02
767,Killian Hayes,40,0,2021-22,20,DET,66,40,0,0.5,97,113,-1,1.5,0.014,-4.3,0.8,-3.5,-0.6,9.3,2.2,12,6.9,24.6,2.3,1.9,18.4,15.7,G,hayeski01
768,Tyler Herro,10,0,2021-22,22,MIA,66,10,0,3.8,107,111,1.3,2.4,0.084,1.6,-0.9,0.7,1.5,16.2,1.7,15.4,8.7,20.9,1,0.4,12.5,28.8,G,herroty01
769,Buddy Hield,32,0,2021-22,29,INDSAC,81,32,0,1.9,105,117,0.8,1.1,0.036,0.5,-1.7,-1.2,0.5,12.9,2.9,12.8,7.8,13.8,1.4,0.9,11.7,22.4,G-F,hieldbu01
770,George Hill,17,0,2021-22,35,MIL,54,17,0,2.3,117,114,1.3,1,0.087,-2.2,0.6,-1.6,0.1,10.2,3.3,9.7,6.6,12.4,1.6,0.5,11.9,11.7,G,hillge01
771,Aaron Holiday,15,0,2021-22,25,PHOWAS,63,15,0,1.5,108,113,0.5,0.9,0.068,-1.9,0.3,-1.7,0.1,12.6,2.6,10.3,6.5,20.7,2,0.7,15.4,18.7,G,holidaa01
772,Jrue Holiday,64,0,2021-22,31,MIL,67,64,0,6.9,117,112,4.5,2.4,0.15,2.9,0.3,3.2,2.9,19.8,3.4,10.9,7.2,31.8,2.4,1.3,15,23.5,G,holidjr01
773,Justin Holiday,65,0,2021-22,32,INDSAC,74,65,0,1.4,107,118,0.8,0.6,0.033,-1.4,-0.8,-2.2,-0.1,9.5,1.5,8.8,5.1,8.6,1.3,1.4,9.2,15.8,F,holidju01
774,Richaun Holmes,37,0,2021-22,28,SAC,45,37,0,3.2,127,114,2.4,0.9,0.145,-0.4,-0.1,-0.5,0.4,17.8,9.3,22.9,16.1,6.8,0.8,3.3,14.2,15.8,C-F,holmeri01
775,Al Horford,69,0,2021-22,35,BOS,69,69,0,7.6,124,104,3.7,3.8,0.181,1.4,2.9,4.3,3.2,16.7,6,22.2,14.3,16.4,1.2,4.2,9.6,14.8,C-F,horfoal01
776,Talen Horton-Tucker,19,0,2021-22,21,LAL,60,19,0,1.1,102,114,-0.2,1.2,0.033,-3.2,-0.2,-3.3,-0.5,11,2.6,11.1,6.9,14.9,1.9,1.7,12.1,19.2,G-F,hortota01
777,Kevin Huerter,60,0,2021-22,23,ATL,74,60,0,2.8,112,117,1.8,1,0.062,-0.5,-0.7,-1.2,0.4,11.9,1.6,11,6.4,13.2,1.2,1.1,10.4,17.5,G,huertke01
778,De'Andre Hunter,52,0,2021-22,24,ATL,53,52,0,1.1,106,117,0.4,0.7,0.034,-2.4,-1.5,-3.9,-0.8,10.6,1.8,10.4,6.1,6.1,1.1,1.2,9.6,19.9,F,huntede01
779,Joe Ingles,15,0,2021-22,34,UTA,45,15,0,2.2,117,114,1.3,0.9,0.094,-0.7,0.5,-0.3,0.5,10,1.2,11.2,6.4,19,1,0.4,13.5,13.2,F-G,inglejo01
780,Brandon Ingram,55,0,2021-22,24,NOP,55,55,0,3.9,111,115,2.5,1.3,0.099,2.6,-0.6,2,1.9,18.7,2,17.3,9.5,27.8,0.9,1.3,11.8,29.3,F,ingrabr01
781,Kyrie Irving,29,0,2021-22,29,BRK,29,29,0,3.3,117,114,2.4,0.9,0.147,4.2,-1.2,3,1.4,21.4,1.6,10.8,6.3,25.2,1.8,1.4,9.8,29.4,G,irvinky01
782,Isaiah Jackson,15,0,2021-22,20,IND,36,15,0,1.4,113,109,0.7,0.7,0.126,-1.6,0,-1.6,0,20.5,12.2,18.7,15.4,2.9,2.3,8.4,14,22.5,C-F,jacksis01
783,Jaren Jackson Jr.,78,0,2021-22,22,MEM,78,78,0,5.4,109,106,1.7,3.7,0.121,-0.9,0.8,-0.1,1,17,5.7,16.9,11.2,5.8,1.6,7.4,9.9,25.4,F,jacksja02
784,Reggie Jackson,75,0,2021-22,31,LAC,75,75,0,0.4,99,113,-1.7,2,0.008,-1.4,-1.6,-3,-0.6,12.1,1.8,10.2,6.1,24.6,1.2,0.5,11.8,27.6,G,jacksre01
785,LeBron James,56,1,2021-22,37,LAL,56,56,1,7.5,117,111,5.2,2.3,0.172,6.9,0.8,7.7,5.1,26.2,3.3,20.4,11.8,30.6,1.7,2.5,12.5,32.3,F-G,jamesle01
786,Cameron Johnson,16,0,2021-22,25,PHO,66,16,0,5.6,123,109,3.2,2.4,0.156,2,0.7,2.7,2.1,15.2,2.7,14,8.5,7.7,1.6,0.8,6.7,17.5,F,johnsca02
787,James Johnson,10,0,2021-22,34,BRK,62,10,0,1.7,109,113,0.6,1.1,0.068,-2.7,0.6,-2.2,-0.1,10.3,4.8,14.6,9.8,14.5,1.2,2.6,12.7,13.7,F,johnsja01
788,Keldon Johnson,74,0,2021-22,22,SAS,75,74,0,4.9,114,114,2.9,2,0.098,0.7,-1.2,-0.5,0.9,15.2,3.5,16.7,10,9.5,1.2,0.5,7.6,21.3,G,johnske04
789,Keon Johnson,12,0,2021-22,19,LACPOR,37,12,0,-0.5,94,116,-0.8,0.4,-0.031,-4,-2,-5.9,-0.7,8.7,3.7,9.1,6.3,16.3,2,1.7,13.5,21.2,G,johnske07
790,Stanley Johnson,27,0,2021-22,25,LAL,48,27,0,1.8,114,114,0.9,0.9,0.079,-2.8,0.1,-2.7,-0.2,10.5,3.4,11.9,7.6,9.8,1.9,1.1,11,12.5,F,johnsst04
791,Nikola Jokić,74,1,2021-22,26,DEN,74,74,1,15.2,126,105,10.8,4.5,0.296,9.2,4.5,13.7,9.8,32.8,9.6,35.5,23,42.6,2.2,2.3,15.6,31.9,C-F,jokicni01
792,Damian Jones,15,0,2021-22,26,SAC,56,15,0,3.3,128,113,2.4,0.9,0.156,-0.2,0.5,0.3,0.6,18.3,7.9,18.5,13.2,10.2,1.2,4,15.4,16.2,F-C,jonesda03
793,Herbert Jones,69,0,2021-22,23,NOP,78,69,0,4.6,114,112,2.1,2.5,0.096,-2,1.5,-0.5,0.9,12.3,4.5,9.6,7,10,2.7,2.5,13.4,13.7,F,joneshe01
794,Tre Jones,11,0,2021-22,22,SAS,69,11,0,2.9,120,114,1.9,0.9,0.121,-0.9,0.4,-0.5,0.4,15,2.6,11.6,7.1,27,1.8,0.5,10.8,15.6,G,jonestr01
795,Tyus Jones,23,0,2021-22,25,MEM,73,23,0,5.1,125,112,3.4,1.6,0.158,1.2,0.5,1.7,1.4,16.5,1.1,11,5.9,28.2,2,0.1,7.3,16.6,G,jonesty01
796,DeAndre Jordan,20,0,2021-22,33,LALPHI,48,20,0,1.9,120,107,0.9,1,0.145,-1.5,0.1,-1.4,0.1,17.2,14.7,31.4,23.1,4.9,0.9,5,18.7,13.9,C,jordade01
797,Cory Joseph,39,0,2021-22,30,DET,65,39,0,2.5,115,116,1.7,0.8,0.075,-2,-0.1,-2.1,0,11.4,1.9,10.3,5.9,21.8,1.3,1,15.9,14.3,G,josepco01
798,Luke Kennard,13,0,2021-22,25,LAC,70,13,0,4.5,119,113,2.8,1.7,0.113,0.8,-0.3,0.5,1.2,13.3,1.1,11.2,6.3,11.2,1.1,0.3,8.2,16.8,G,kennalu01
799,Corey Kispert,36,0,2021-22,22,WAS,77,36,0,2.3,114,118,1.6,0.7,0.061,-0.8,-1.5,-2.3,-0.1,10.9,3.3,9.4,6.4,6.7,1,1,8.5,14.6,G-F,kispeco01
800,Maxi Kleber,21,0,2021-22,30,DAL,59,21,0,3,109,107,0.7,2.3,0.098,-1.6,1.2,-0.4,0.6,11,5.4,21.5,13.4,6.5,1,3.6,10.9,13.3,F,klebima01
801,Furkan Korkmaz,19,0,2021-22,24,PHI,67,19,0,1.2,104,114,0.1,1.1,0.041,-2,-1.1,-3.1,-0.4,10.2,1.8,11.9,6.9,13.1,1.2,0.6,8.6,17.6,G,korkmfu01
802,Jonathan Kuminga,12,0,2021-22,19,GSW,70,12,0,3,112,108,1.3,1.8,0.123,-1.3,-0.2,-1.5,0.1,15.2,5.1,16.1,10.8,8.4,1.3,1.8,12,22.7,F,kuminjo01
803,Kyle Kuzma,66,0,2021-22,26,WAS,66,66,0,2,103,113,0,2,0.044,0.2,-0.4,-0.2,1,15.2,3.6,24.3,14.1,16.3,0.9,2.2,14.1,24.2,F,kuzmaky01
804,Zach LaVine,67,1,2021-22,26,CHI,67,67,1,5.8,115,116,4.5,1.3,0.12,3.9,-1.5,2.4,2.6,20,1.1,13.8,7.4,20.8,0.9,0.9,11.2,28.8,G-F,lavinza01
805,Alex Len,10,0,2021-22,28,SAC,39,10,0,0.9,109,114,0.4,0.5,0.07,-3.2,0.3,-2.9,-0.1,13.1,9,19.3,14.1,10.6,1,3.5,17.4,17.1,C,lenal01
806,Caris LeVert,49,0,2021-22,27,CLEIND,58,49,0,2.2,108,116,1.2,1,0.059,0,-1.2,-1.2,0.4,15.1,2.7,10.7,6.7,22,1.4,1.1,10.3,25.4,G-F,leverca01
807,Damian Lillard,29,0,2021-22,31,POR,29,29,0,1.7,112,120,1.7,0.1,0.079,4,-2.7,1.3,0.9,18.5,1.3,11.6,6.2,34,0.8,1,11.6,29.3,G,lillada01
808,Nassir Little,23,0,2021-22,21,POR,42,23,0,1.7,115,116,1.2,0.6,0.076,-0.9,-0.6,-1.4,0.2,13.5,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,F,littlna01
809,Kevon Looney,80,0,2021-22,25,GSW,82,80,0,6.8,128,105,3.5,3.2,0.187,-0.9,1.7,0.9,1.3,15.7,13.5,23.8,18.8,13.2,1.4,2.9,13.8,12.2,F-C,looneke01
810,Brook Lopez,11,0,2021-22,33,MIL,13,11,0,0.7,112,111,0.3,0.3,0.108,-0.7,-0.7,-1.3,0.1,16,6.9,11.9,9.4,3,1.3,4.8,7.8,21.9,C,lopezbr01
811,Kyle Lowry,63,0,2021-22,35,MIA,63,63,0,6.4,118,110,3.7,2.7,0.143,1.1,0.8,2,2.1,15,1.8,13,7.5,32.3,1.6,0.8,19.3,18.2,G,lowryky01
812,Timothé Luwawu-Cabarrot,18,0,2021-22,26,ATL,52,18,0,0.9,113,117,0.6,0.3,0.061,-2.3,-1,-3.3,-0.2,9.3,2.7,10.3,6.6,7.7,1.3,0.8,8.9,14.3,F,luwawti01
813,Trey Lyles,23,0,2021-22,26,DETSAC,75,23,0,3.5,116,114,2.4,1.2,0.111,0.5,-0.8,-0.3,0.7,16.4,6,21.2,13.4,9,0.9,1.9,9.8,20.7,F,lylestr01
814,Terance Mann,33,0,2021-22,25,LAC,81,33,0,5.5,117,112,3.1,2.4,0.113,-0.8,0.2,-0.6,0.8,13.4,4.9,14.3,9.7,13.1,1.2,0.8,9.9,16,G-F,mannte01
815,Tre Mann,26,0,2021-22,20,OKC,60,26,0,0.1,97,114,-1,1,0.002,-3.3,-1.1,-4.4,-0.8,10.2,1.9,11.2,6.4,10.7,1.7,0.8,10.2,22,G,manntr01
816,Lauri Markkanen,61,0,2021-22,24,CLE,61,61,0,5,117,110,2.7,2.3,0.127,0.4,-0.1,0.4,1.1,14.7,3.5,16.5,10.2,6.6,1.2,1.4,6.5,19.5,F-C,markkla01
817,Caleb Martin,12,0,2021-22,26,MIA,60,12,0,4,119,108,1.9,2.1,0.139,0.1,0.9,1.1,1.1,14.8,5.9,13,9.5,7,2.1,2.3,10.3,16.3,F,martica02
818,Cody Martin,11,0,2021-22,26,CHO,71,11,0,3.9,120,114,2.4,1.5,0.101,-1.2,0.7,-0.5,0.7,12.7,4.6,11.7,8.1,12.4,2.3,1.6,11.5,12.1,G-F,martico01
819,Garrison Mathews,33,0,2021-22,25,HOU,65,33,0,2.8,120,118,2.2,0.5,0.078,-1.3,-1,-2.3,-0.1,11,2,10.2,6.1,5.3,1.6,1.3,7.1,14.4,G,mathega01
820,Wesley Matthews,14,0,2021-22,35,MIL,49,14,0,1.2,113,116,0.6,0.6,0.056,-3,-0.3,-3.3,-0.3,6.9,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,G,matthwe02
821,Tyrese Maxey,74,0,2021-22,21,PHI,75,74,0,7.3,121,115,5.4,1.9,0.132,1.3,-0.7,0.6,1.8,16.2,1.1,8.9,5.1,19.1,1,1.1,7.4,20.2,G,maxeyty01
822,CJ McCollum,62,0,2021-22,30,NOPPOR,62,62,0,3.6,111,117,2.6,1,0.081,3.2,-1.3,1.9,2.1,18.3,2.6,11.5,6.9,26.1,1.6,1,9.3,27.5,G,mccolcj01
823,Jaden McDaniels,31,0,2021-22,21,MIN,70,31,0,2.4,108,113,0.7,1.7,0.065,-2.9,-0.1,-2.9,-0.4,10.3,4.4,13.2,8.7,6.1,1.4,2.9,11.4,15.3,F,mcdanja02
824,Doug McDermott,51,0,2021-22,30,SAS,51,51,0,1.6,112,118,1.1,0.5,0.062,-0.4,-2.1,-2.5,-0.1,11.4,1.5,8.4,4.9,7.3,0.5,0.4,8.1,18.3,F,mcderdo01
825,JaVale McGee,17,0,2021-22,34,PHO,74,17,0,4.9,118,102,2.4,2.6,0.201,-0.1,0.9,0.8,0.8,22.6,15.3,29.7,22.7,5.4,0.9,6.1,15.8,22.8,C,mcgeeja01
826,De'Anthony Melton,15,0,2021-22,23,MEM,73,15,0,3.7,108,107,0.9,2.8,0.107,0.3,1.6,1.9,1.6,15.2,4,17.1,10.4,16,3,2.1,13,21.3,G,meltode01
827,Chimezie Metu,20,0,2021-22,24,SAC,60,20,0,1.5,104,111,0.1,1.4,0.056,-1.6,0.1,-1.5,0.2,13.4,2.9,25.9,14.3,6.9,1.9,2.2,11.1,18.5,F-C,metuch01
828,Khris Middleton,66,1,2021-22,30,MIL,66,66,1,5.3,112,112,3.2,2.2,0.119,1.9,-0.3,1.6,1.9,18.1,2.1,15.3,8.8,25.5,1.7,0.8,14.2,26.7,F-G,middlkh01
829,Patty Mills,48,0,2021-22,33,BRK,81,48,0,2.8,112,117,1.9,0.9,0.058,-0.3,-1.4,-1.7,0.2,10.4,0.9,6.2,3.6,10.6,1.1,0.6,8.2,16.4,G,millspa02
830,Davion Mitchell,19,0,2021-22,23,SAC,75,19,0,0.1,101,118,-0.5,0.6,0.003,-2.1,-1.7,-3.8,-0.9,10.8,1.7,7,4.4,22.5,1.3,1,11.5,20.6,G,mitchda01
831,Donovan Mitchell,67,1,2021-22,25,UTA,67,67,1,7.2,114,111,4.7,2.5,0.152,4.6,-0.3,4.3,3.6,21.6,2.7,10.6,6.8,27.7,2.2,0.5,11.7,32.9,G,mitchdo01
832,Evan Mobley,69,0,2021-22,20,CLE,69,69,0,5.2,109,107,1.5,3.7,0.107,-0.9,1.5,0.6,1.5,16.1,6.9,19.8,13.5,11.6,1.2,4.4,12.4,20.4,F-C,mobleev01
833,Malik Monk,37,0,2021-22,23,LAL,76,37,0,3.6,112,115,2.3,1.4,0.081,0.5,-1,-0.5,0.8,14.4,1.9,11,6.4,15.2,1.4,1.2,12.2,20.1,G,monkma01
834,Moses Moody,11,0,2021-22,19,GSW,52,11,0,1.3,115,111,0.6,0.7,0.101,-1.4,-1.1,-2.5,-0.1,10.5,3.2,11,7.2,5.3,0.6,1.6,6.1,15.2,G,moodymo01
835,Ja Morant,57,1,2021-22,22,MEM,57,57,1,6.7,116,111,4.6,2.1,0.171,6.2,-0.1,6.1,3.9,24.4,4.2,14.1,9,34.1,1.7,1,12.6,33.7,G,moranja01
836,Marcus Morris,54,0,2021-22,32,LAC,54,54,0,2.4,108,112,0.9,1.5,0.074,-0.3,-1,-1.4,0.3,13.7,1.8,14,8.1,11.3,0.9,1,8.4,23.2,F,morrima03
837,Monte Morris,74,0,2021-22,26,DEN,75,74,0,5.4,120,115,3.9,1.5,0.116,0.8,-0.8,0,1.1,14.7,1.4,9.6,5.6,21.4,1.2,0.6,8.8,17.4,G,morrimo01
838,Dejounte Murray,68,1,2021-22,25,SAS,68,68,1,7.3,113,108,3.9,3.4,0.149,3.7,1.7,5.4,4.4,22.3,3.5,21.6,12.5,40.6,2.8,0.8,11.8,27.3,G,murrade01
839,Larry Nance Jr.,11,0,2021-22,29,NOPPOR,46,11,0,2.3,121,114,1.5,0.8,0.104,-0.4,0.3,-0.1,0.5,14.4,7.4,19.3,13.1,11.4,2,1.9,12,12.8,F-C,nancela02
840,Raul Neto,19,0,2021-22,29,WAS,70,19,0,1.5,108,116,0.7,0.8,0.053,-2.5,-0.5,-2.9,-0.4,12.4,1.1,9.6,5.4,22.9,2,0.2,13.9,18.4,G,netora01
841,Nerlens Noel,11,0,2021-22,27,NYK,25,11,0,1.5,119,105,0.4,1,0.128,-3.1,3.3,0.3,0.3,11.8,9,18.1,13.5,5.7,2.7,5.4,21.5,7.3,C-F,noelne01
842,Jusuf Nurkić,56,0,2021-22,27,POR,56,56,0,3.6,112,112,2,1.7,0.11,0.1,0.2,0.3,0.9,20,11.2,32.6,21.5,16.6,1.9,2.1,16.6,23.6,C,nurkiju01
843,Jordan Nwora,13,0,2021-22,23,MIL,62,13,0,0.6,100,113,-0.4,1.1,0.025,-2.7,-1.5,-4.1,-0.6,9.9,3.4,16.1,9.9,7,1,1.4,10.6,19.4,F,nworajo01
844,Chuma Okeke,20,0,2021-22,23,ORL,70,20,0,2.2,101,109,-0.3,2.5,0.06,-1.6,1.5,-0.1,0.8,12,2.8,18.2,10.5,10.1,2.7,2.2,8.6,16.4,F,okekech01
845,Isaac Okoro,61,0,2021-22,21,CLE,67,61,0,4.2,120,113,2.4,1.9,0.103,-2.4,0.7,-1.7,0.1,10.4,4.1,7.1,5.6,8.5,1.4,1,10.4,12.4,G-F,okorois01
846,Royce O'Neale,77,0,2021-22,28,UTA,77,77,0,5.5,122,111,2.7,2.8,0.109,-0.8,1.7,0.8,1.7,10.3,3,13.4,8.4,10.5,1.8,1.2,14.4,9.9,F,onealro01
847,Kelly Oubre Jr.,13,0,2021-22,26,CHO,76,13,0,3.3,111,115,1.8,1.4,0.079,0.2,-1.6,-1.4,0.3,14.9,4.1,12,8,6.2,1.8,1.5,6.2,23,F,oubreke01
848,Chris Paul,65,1,2021-22,36,PHO,65,65,1,9.4,124,107,5.8,3.6,0.21,3.1,2.3,5.4,4,20.8,1.1,12.8,7.1,44.5,2.7,0.8,15.6,19.7,G,paulch01
849,Cameron Payne,12,0,2021-22,27,PHO,58,12,0,1.9,104,109,0.2,1.8,0.073,-0.4,0.4,0,0.7,13.8,2.1,12.3,7.3,30.7,1.5,1.2,14.1,24.6,G,payneca01
850,Gary Payton II,16,0,2021-22,29,GSW,71,16,0,5.2,129,103,2.5,2.6,0.199,0.3,3.4,3.7,1.8,17.8,6.5,14.9,10.8,7.6,3.8,1.7,9.8,14.3,G,paytoga02
851,Mason Plumlee,73,0,2021-22,31,CHO,73,73,0,4.7,122,111,2.7,2,0.127,-1.5,1.5,0,0.9,14.7,10.2,23.3,16.7,16.4,1.6,2.7,20.2,11.7,C-F,plumlma01
852,Jakob Poeltl,67,0,2021-22,26,SAS,68,67,0,6.9,123,110,4.4,2.5,0.168,0.9,0.7,1.6,1.7,20.8,13.9,20,16.9,14,1.1,5,12.7,18.3,C,poeltja01
853,Aleksej Pokusevski,12,0,2021-22,20,OKC,61,12,0,0.4,96,111,-1.1,1.5,0.014,-2.7,0.1,-2.6,-0.2,12,6,20.8,13.3,16.5,1.5,2.9,16.4,20,F,pokusal01
854,Jordan Poole,51,0,2021-22,22,GSW,76,51,0,6,112,110,3.1,2.9,0.126,1.3,-0.3,1,1.7,16.1,1.7,10.5,6.2,21,1.3,1,13.7,26,G,poolejo01
855,Kevin Porter Jr.,61,0,2021-22,21,HOU,61,61,0,0.8,103,117,0,0.8,0.021,-0.1,-1.6,-1.6,0.2,13.5,2.5,13,7.7,30.7,1.7,1,17.7,24.1,G,porteke02
856,Otto Porter Jr.,15,0,2021-22,28,GSW,63,15,0,4.9,121,104,2.2,2.7,0.168,1,2.1,3.1,1.8,15.9,6.9,21,14.2,9.6,2.4,2,7.7,15,F,porteot01
857,Bobby Portis,59,0,2021-22,26,MIL,72,59,0,5.5,115,110,2.9,2.6,0.131,1.2,-1,0.2,1.1,17.7,9.6,24.4,17.2,6.4,1.3,2.4,8.9,21.3,F,portibo01
858,Kristaps Porziņģis,51,0,2021-22,26,DALWAS,51,51,0,5.6,116,107,3.2,2.4,0.18,3.3,0.6,3.9,2.2,23.7,7.7,23.1,15.4,13.7,1.3,5,8.3,29.5,F-C,porzikr01
859,Dwight Powell,71,0,2021-22,30,DAL,82,71,0,8.2,142,110,6,2.2,0.219,0.4,0.5,0.9,1.3,18.1,10.7,14.3,12.5,8.1,1,2,11.5,14,F-C,poweldw01
860,Norman Powell,41,0,2021-22,28,LACPOR,45,41,0,2.8,116,119,2.4,0.4,0.093,1.2,-1.5,-0.3,0.6,16.3,1.5,9.7,5.4,10.8,1.4,1.4,8.9,23.1,G,powelno01
861,Joshua Primo,16,0,2021-22,19,SAS,50,16,0,0,96,115,-0.6,0.6,0.001,-3.8,-1.1,-5,-0.7,7.1,3.5,8.9,6.1,10.6,1,2,16.1,15.4,G,primojo01
862,Julius Randle,72,0,2021-22,27,NYK,72,72,0,3.1,102,109,-0.3,3.4,0.059,0.4,0.2,0.5,1.6,15.7,5.2,25.5,15.1,25.1,1,1.5,14.7,28.7,F-C,randlju01
863,Austin Reaves,19,0,2021-22,23,LAL,61,19,0,2.9,123,116,2.1,0.8,0.097,-1.3,-0.6,-1.9,0,11.5,3.4,11.2,7.3,10.3,1,1.3,9.8,12.4,G,reaveau01
864,Austin Rivers,18,0,2021-22,29,DEN,67,18,0,1.2,104,115,0.1,1.1,0.037,-3.5,-0.3,-3.8,-0.7,7.2,1.5,6.9,4.3,8,1.7,0.4,12.8,12.6,G,riverau01
865,Duncan Robinson,68,0,2021-22,27,MIA,79,68,0,3.9,113,112,1.9,2,0.092,-0.3,-0.3,-0.6,0.7,10.6,1.4,9.8,5.6,9.3,1,0.7,7.4,17.7,G-F,robindu01
866,Jeremiah Robinson-Earl,36,0,2021-22,21,OKC,49,36,0,1.5,108,113,0.4,1,0.065,-1.9,-0.4,-2.2,-0.1,11.7,7,19.1,13,6.7,1.3,1.3,10.1,15.4,F,robinje02
867,Mitchell Robinson,62,0,2021-22,23,NYK,72,62,0,8.5,143,106,5.3,3.2,0.221,1,1.2,2.2,2,20.7,16.8,19.1,17.9,3.2,1.6,7.1,12.4,11.4,C,robinmi01
868,Isaiah Roby,28,0,2021-22,23,OKC,45,28,0,2.9,120,111,1.8,1.1,0.147,0.4,0.2,0.6,0.6,18.3,8,15.6,11.8,12.1,1.8,3.3,10.3,19,F,robyis01
869,Terry Rozier,73,0,2021-22,27,CHO,73,73,0,5.9,117,115,4.3,1.6,0.115,2.4,-0.7,1.7,2.3,17.6,2.4,11.3,6.8,19.7,1.8,1,7.2,23.2,G,roziete01
