Player,AS_x,Season,Age,Team_x,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Rk_y,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Player-additional_y
Kristaps Porziņģis,0,2020-21,25,DAL,43,43,1327,325,683,228,425,97,258,118,138,82,299,381,68,20,58,51,115,865,0.476,0.536,0.376,0.855,0.582,0.547,1093,4.3,117,110,2.6,1.7,0.154,3,-0.8,2.2,1.4,21.3,6.9,24.6,15.8,8.4,0.7,4.1,6.4,26.5,F-C,porzikr01
Dwight Powell,0,2020-21,29,DAL,58,19,966,120,194,115,173,5,21,97,124,80,154,234,63,36,30,40,135,342,0.619,0.665,0.238,0.782,0.688,0.631,1094,3.8,136,110,2.6,1.2,0.188,-0.7,1.3,0.6,0.6,16.8,9.2,17.4,13.3,8.9,1.8,2.9,13.9,13.2,F-C,poweldw01
Norman Powell,0,2020-21,27,PORTOR,69,58,2205,438,918,267,502,171,416,236,271,42,173,215,129,82,18,119,160,1283,0.477,0.532,0.411,0.871,0.618,0.57,1095,4.7,116,116,3.4,1.3,0.103,1.1,-0.7,0.4,1.3,16.2,2,8.8,5.3,9.2,1.8,0.8,10.3,22.6,G,powelno01
Taurean Prince,0,2020-21,26,BRKCLE,41,10,905,131,327,69,172,62,155,65,76,19,123,142,76,28,23,47,75,389,0.401,0.401,0.4,0.855,0.54,0.495,1096,1,106,114,0.2,0.8,0.052,-1.2,-0.6,-1.8,0,12.1,2.3,15.3,8.8,12.8,1.5,2.3,11.5,19.6,F,princta02
Julius Randle,1,2020-21,26,NYK,71,71,2667,602,1321,442,932,160,389,348,429,84,639,723,427,64,18,241,225,1712,0.456,0.474,0.411,0.811,0.567,0.516,1097,7.8,111,107,3.4,4.3,0.14,2.9,0.9,3.8,3.9,19.7,3.5,25.7,14.7,27.2,1.2,0.6,13.8,29.3,F-C,randlju01
Cam Reddish,0,2020-21,21,ATL,26,21,750,96,263,63,137,33,126,67,82,22,82,104,35,33,9,34,68,292,0.365,0.46,0.262,0.817,0.488,0.428,1098,0.4,100,113,-0.3,0.7,0.026,-3.3,0.1,-3.2,-0.2,9.3,3.3,11.7,7.6,6.5,2.2,1.1,10.2,19.3,F,reddica01
Naz Reid,0,2020-21,21,MIN,70,15,1347,304,581,243,407,61,174,115,166,82,240,322,72,34,76,69,179,784,0.523,0.597,0.351,0.693,0.599,0.576,1099,3.2,115,113,1.9,1.3,0.113,-0.1,-0.2,-0.2,0.6,18.2,6.4,20,12.9,8.7,1.2,4.9,9.5,22.5,F,reidna01
Josh Richardson,0,2020-21,27,DAL,59,56,1790,264,618,176,351,88,267,99,108,51,144,195,153,61,24,79,130,715,0.427,0.501,0.33,0.917,0.537,0.498,1100,2.4,109,114,1,1.4,0.066,-1.5,-0.2,-1.7,0.1,11.9,3.2,8.8,6,12.1,1.7,1.2,10.6,18.4,G,richajo01
Duncan Robinson,0,2020-21,26,MIA,72,72,2262,315,717,65,104,250,613,62,75,7,243,250,127,43,20,81,181,942,0.439,0.625,0.408,0.827,0.628,0.614,1101,3.7,113,114,1.9,1.8,0.079,-0.2,-0.8,-1,0.6,11,0.4,12.1,6.3,8.3,0.9,0.9,9.7,16.6,G-F,robindu01
Mitchell Robinson,0,2020-21,22,NYK,31,29,853,115,176,115,176,0,0,26,53,113,139,252,17,35,45,26,86,256,0.653,0.653,,0.491,0.642,0.653,1102,3.4,131,104,1.8,1.7,0.192,-0.3,1.5,1.2,0.7,17.7,14.5,17.5,16,2.9,2.1,5,11.5,11.8,C,robinmi01
Isaiah Roby,0,2020-21,22,OKC,61,34,1425,207,429,175,320,32,109,87,117,89,252,341,107,52,37,113,162,533,0.483,0.547,0.294,0.744,0.555,0.52,1103,1.3,102,112,-0.3,1.5,0.043,-3.7,0.4,-3.3,-0.5,11.9,6.4,18.6,12.4,11.4,1.7,2.3,19,17.7,F,robyis01
Terry Rozier,0,2020-21,26,CHO,69,69,2383,510,1134,288,563,222,571,165,202,47,255,302,293,87,26,128,119,1407,0.45,0.512,0.389,0.817,0.575,0.548,1104,5.2,113,114,3.3,2,0.105,2.2,-0.5,1.6,2.2,17.1,2.1,11.8,6.9,20,1.8,1.1,9.5,24.4,G,roziete01
